date,store_id,city,sku_id,power_cluster,predicted_demand,confidence_score,lower_bound,upper_bound
2023-07-04,STORE_040,Ahmedabad,SKU_164,low,20.22,0.3,10.14,30.3
2023-07-05,STORE_040,Ahmedabad,SKU_164,low,20.22,0.66,15.72,24.72
2023-07-06,STORE_040,Ahmedabad,SKU_164,low,20.56,0.38,11.61,29.51
2023-07-07,STORE_040,Ahmedabad,SKU_164,low,20.62,0.77,17.7,23.54
2023-07-01,STORE_025,Hyderabad,SKU_160,medium,4.88,0.49,3.15,6.61
2023-07-02,STORE_025,Hyderabad,SKU_160,medium,4.88,0.45,3.01,6.75
2023-07-03,STORE_025,Hyderabad,SKU_160,medium,3.87,0.37,2.14,5.6
2023-07-04,STORE_025,Hyderabad,SKU_160,medium,3.87,0.43,2.32,5.42
2023-07-05,STORE_025,Hyderabad,SKU_160,medium,3.87,0.81,3.46,4.28
2023-07-06,STORE_025,Hyderabad,SKU_160,medium,3.86,0.68,3.07,4.65
2023-07-07,STORE_025,Hyderabad,SKU_160,medium,3.86,0.38,2.15,5.57
2023-07-01,STORE_025,Hyderabad,SKU_128,high,4.88,0.42,2.9,6.86
2023-07-02,STORE_025,Hyderabad,SKU_128,high,4.88,0.6,3.57,6.19
2023-07-03,STORE_025,Hyderabad,SKU_128,high,3.87,0.63,2.92,4.82
2023-07-04,STORE_025,Hyderabad,SKU_128,high,3.87,0.93,3.8,3.94
2023-07-05,STORE_025,Hyderabad,SKU_128,high,3.87,0.5,2.53,5.21
2023-07-06,STORE_025,Hyderabad,SKU_128,high,3.86,0.34,2.06,5.66
2023-07-07,STORE_025,Hyderabad,SKU_128,high,3.86,0.59,2.79,4.93
2023-07-01,STORE_046,Lucknow,SKU_183,very_high,4.87,0.34,2.59,7.15
2023-07-02,STORE_046,Lucknow,SKU_183,very_high,4.87,0.69,3.88,5.86
2023-07-03,STORE_046,Lucknow,SKU_183,very_high,3.87,0.83,3.52,4.22
2023-07-04,STORE_046,Lucknow,SKU_183,very_high,3.87,0.84,3.55,4.19
2023-07-05,STORE_046,Lucknow,SKU_183,very_high,3.87,0.42,2.28,5.46
2023-07-06,STORE_046,Lucknow,SKU_183,very_high,3.9,0.77,3.37,4.43
2023-07-07,STORE_046,Lucknow,SKU_183,very_high,3.9,0.77,3.36,4.44
2023-07-01,STORE_024,Hyderabad,SKU_062,medium,5.2,0.78,4.52,5.88
2023-07-02,STORE_024,Hyderabad,SKU_062,medium,5.19,0.88,4.9,5.48
2023-07-03,STORE_024,Hyderabad,SKU_062,medium,4.24,0.66,3.31,5.17
2023-07-04,STORE_024,Hyderabad,SKU_062,medium,4.24,0.82,3.82,4.66
2023-07-05,STORE_024,Hyderabad,SKU_062,medium,4.24,0.81,3.78,4.7
2023-07-06,STORE_024,Hyderabad,SKU_062,medium,4.25,0.6,3.11,5.39
2023-07-07,STORE_024,Hyderabad,SKU_062,medium,4.25,0.8,3.77,4.73
2023-07-01,STORE_021,Bangalore,SKU_195,low,4.89,0.43,2.92,6.86
2023-07-02,STORE_021,Bangalore,SKU_195,low,4.89,0.88,4.62,5.16
2023-07-03,STORE_021,Bangalore,SKU_195,low,3.93,0.85,3.62,4.24
2023-07-04,STORE_021,Bangalore,SKU_195,low,3.93,0.85,3.61,4.25
2023-07-05,STORE_021,Bangalore,SKU_195,low,3.93,0.81,3.49,4.37
2023-07-06,STORE_021,Bangalore,SKU_195,low,3.93,0.81,3.5,4.36
2023-07-07,STORE_021,Bangalore,SKU_195,low,3.93,0.49,2.55,5.31
2023-07-01,STORE_009,Delhi,SKU_079,high,2.33,0.88,2.2,2.46
2023-07-02,STORE_009,Delhi,SKU_079,high,2.33,0.46,1.45,3.21
2023-07-03,STORE_009,Delhi,SKU_079,high,2.01,0.39,1.15,2.87
2023-07-04,STORE_009,Delhi,SKU_079,high,2.01,0.71,1.64,2.38
2023-07-05,STORE_009,Delhi,SKU_079,high,2.01,0.49,1.29,2.73
2023-07-06,STORE_009,Delhi,SKU_079,high,2.04,0.37,1.12,2.96
2023-07-07,STORE_009,Delhi,SKU_079,high,2.04,0.34,1.09,2.99
2023-07-01,STORE_044,Jaipur,SKU_134,medium,3.94,0.54,2.71,5.17
2023-07-02,STORE_044,Jaipur,SKU_134,medium,3.94,0.74,3.31,4.57
2023-07-03,STORE_044,Jaipur,SKU_134,medium,3.16,0.41,1.85,4.47
2023-07-04,STORE_044,Jaipur,SKU_134,medium,3.16,0.51,2.08,4.24
2023-07-05,STORE_044,Jaipur,SKU_134,medium,3.16,0.92,3.09,3.23
2023-07-06,STORE_044,Jaipur,SKU_134,medium,3.16,0.84,2.9,3.42
2023-07-07,STORE_044,Jaipur,SKU_134,medium,3.16,0.7,2.54,3.78
2023-07-01,STORE_038,Ahmedabad,SKU_170,high,20.3,0.45,12.54,28.06
2023-07-02,STORE_038,Ahmedabad,SKU_170,high,20.3,0.51,13.42,27.18
2023-07-03,STORE_038,Ahmedabad,SKU_170,high,15.26,0.9,14.65,15.87
2023-07-04,STORE_038,Ahmedabad,SKU_170,high,15.26,0.74,12.8,17.72
2023-07-05,STORE_038,Ahmedabad,SKU_170,high,15.26,0.88,14.38,16.14
2023-07-06,STORE_038,Ahmedabad,SKU_170,high,15.28,0.77,13.21,17.35
2023-07-07,STORE_038,Ahmedabad,SKU_170,high,15.34,0.86,14.22,16.46
2023-07-01,STORE_008,Mumbai,SKU_057,medium,4.9,0.93,4.84,4.96
2023-07-02,STORE_008,Mumbai,SKU_057,medium,4.9,0.77,4.24,5.56
2023-07-03,STORE_008,Mumbai,SKU_057,medium,3.87,0.67,3.03,4.71
2023-07-04,STORE_008,Mumbai,SKU_057,medium,3.87,0.74,3.25,4.49
2023-07-05,STORE_008,Mumbai,SKU_057,medium,3.87,0.52,2.59,5.15
2023-07-06,STORE_008,Mumbai,SKU_057,medium,3.9,0.75,3.29,4.51
2023-07-07,STORE_008,Mumbai,SKU_057,medium,3.9,0.82,3.5,4.3
2023-07-01,STORE_003,Mumbai,SKU_039,high,2.88,0.41,1.69,4.07
2023-07-02,STORE_003,Mumbai,SKU_039,high,2.88,0.51,1.91,3.85
2023-07-03,STORE_003,Mumbai,SKU_039,high,2.46,0.55,1.7,3.22
2023-07-04,STORE_003,Mumbai,SKU_039,high,2.46,0.34,1.3,3.62
2023-07-05,STORE_003,Mumbai,SKU_039,high,2.46,0.51,1.63,3.29
2023-07-06,STORE_003,Mumbai,SKU_039,high,2.49,0.8,2.21,2.77
2023-07-07,STORE_003,Mumbai,SKU_039,high,2.49,0.66,1.93,3.05
2023-07-01,STORE_023,Hyderabad,SKU_153,high,4.88,0.5,3.2,6.56
2023-07-02,STORE_023,Hyderabad,SKU_153,high,4.88,0.34,2.58,7.18
2023-07-03,STORE_023,Hyderabad,SKU_153,high,3.87,0.61,2.86,4.88
2023-07-04,STORE_023,Hyderabad,SKU_153,high,3.87,0.84,3.53,4.21
2023-07-05,STORE_023,Hyderabad,SKU_153,high,3.87,0.71,3.14,4.6
2023-07-06,STORE_023,Hyderabad,SKU_153,high,3.86,0.44,2.34,5.38
2023-07-07,STORE_023,Hyderabad,SKU_153,high,3.86,0.76,3.29,4.43
2023-07-01,STORE_046,Lucknow,SKU_060,low,2.84,0.3,1.43,4.25
2023-07-02,STORE_046,Lucknow,SKU_060,low,2.84,0.54,1.95,3.73
2023-07-03,STORE_046,Lucknow,SKU_060,low,2.47,0.9,2.37,2.57
2023-07-04,STORE_046,Lucknow,SKU_060,low,2.47,0.73,2.05,2.89
2023-07-05,STORE_046,Lucknow,SKU_060,low,2.47,0.34,1.32,3.62
2023-07-06,STORE_046,Lucknow,SKU_060,low,2.5,0.85,2.3,2.7
2023-07-07,STORE_046,Lucknow,SKU_060,low,2.5,0.72,2.06,2.94
2023-07-01,STORE_015,Delhi,SKU_130,medium,14.92,0.8,13.2,16.64
2023-07-02,STORE_015,Delhi,SKU_130,medium,14.91,0.79,13.05,16.77
2023-07-03,STORE_015,Delhi,SKU_130,medium,11.67,0.68,9.26,14.08
2023-07-04,STORE_015,Delhi,SKU_130,medium,11.67,0.47,7.37,15.97
2023-07-05,STORE_015,Delhi,SKU_130,medium,11.67,0.88,11.02,12.32
2023-07-06,STORE_015,Delhi,SKU_130,medium,11.65,0.89,11.12,12.18
2023-07-07,STORE_015,Delhi,SKU_130,medium,11.65,0.52,7.82,15.48
2023-07-01,STORE_004,Mumbai,SKU_114,very_high,14.12,0.38,7.92,20.32
2023-07-02,STORE_004,Mumbai,SKU_114,very_high,14.1,0.47,8.93,19.27
2023-07-03,STORE_004,Mumbai,SKU_114,very_high,10.92,0.55,7.55,14.29
2023-07-04,STORE_004,Mumbai,SKU_114,very_high,10.92,0.59,7.92,13.92
2023-07-05,STORE_004,Mumbai,SKU_114,very_high,10.92,0.58,7.8,14.04
2023-07-06,STORE_004,Mumbai,SKU_114,very_high,10.91,0.9,10.51,11.31
2023-07-07,STORE_004,Mumbai,SKU_114,very_high,10.91,0.59,7.85,13.97
2023-07-01,STORE_037,Pune,SKU_043,medium,2.16,0.52,1.45,2.87
2023-07-02,STORE_037,Pune,SKU_043,medium,2.16,0.81,1.93,2.39
2023-07-03,STORE_037,Pune,SKU_043,medium,1.9,0.38,1.06,2.74
2023-07-04,STORE_037,Pune,SKU_043,medium,1.9,0.69,1.52,2.28
2023-07-05,STORE_037,Pune,SKU_043,medium,1.9,0.53,1.29,2.51
2023-07-06,STORE_037,Pune,SKU_043,medium,1.89,0.61,1.39,2.39
2023-07-07,STORE_037,Pune,SKU_043,medium,1.89,0.33,0.98,2.8
2023-07-01,STORE_031,Kolkata,SKU_022,medium,2.8,0.47,1.76,3.84
2023-07-02,STORE_031,Kolkata,SKU_022,medium,2.8,0.66,2.18,3.42
2023-07-03,STORE_031,Kolkata,SKU_022,medium,2.44,0.44,1.49,3.39
2023-07-04,STORE_031,Kolkata,SKU_022,medium,2.44,0.32,1.27,3.61
2023-07-05,STORE_031,Kolkata,SKU_022,medium,2.44,0.67,1.91,2.97
2023-07-06,STORE_031,Kolkata,SKU_022,medium,2.44,0.91,2.36,2.52
2023-07-07,STORE_031,Kolkata,SKU_022,medium,2.44,0.62,1.82,3.06
2023-07-01,STORE_011,Delhi,SKU_070,very_high,10.08,0.54,6.9,13.26
2023-07-02,STORE_011,Delhi,SKU_070,very_high,10.07,0.83,9.13,11.01
2023-07-03,STORE_011,Delhi,SKU_070,very_high,7.6,0.67,5.99,9.21
2023-07-04,STORE_011,Delhi,SKU_070,very_high,7.6,0.52,5.11,10.09
2023-07-05,STORE_011,Delhi,SKU_070,very_high,7.6,0.35,4.07,11.13
2023-07-06,STORE_011,Delhi,SKU_070,very_high,7.73,0.76,6.59,8.87
2023-07-07,STORE_011,Delhi,SKU_070,very_high,7.73,0.59,5.6,9.86
2023-07-01,STORE_021,Bangalore,SKU_022,low,2.8,0.6,2.05,3.55
2023-07-02,STORE_021,Bangalore,SKU_022,low,2.8,0.5,1.83,3.77
2023-07-03,STORE_021,Bangalore,SKU_022,low,2.44,0.85,2.26,2.62
2023-07-04,STORE_021,Bangalore,SKU_022,low,2.44,0.59,1.76,3.12
2023-07-05,STORE_021,Bangalore,SKU_022,low,2.44,0.51,1.62,3.26
2023-07-06,STORE_021,Bangalore,SKU_022,low,2.44,0.93,2.39,2.49
2023-07-07,STORE_021,Bangalore,SKU_022,low,2.44,0.94,2.41,2.47
2023-07-01,STORE_038,Ahmedabad,SKU_060,high,7.38,0.37,4.06,10.7
2023-07-02,STORE_038,Ahmedabad,SKU_060,high,7.37,0.68,5.86,8.88
2023-07-03,STORE_038,Ahmedabad,SKU_060,high,5.73,0.6,4.19,7.27
2023-07-04,STORE_038,Ahmedabad,SKU_060,high,5.73,0.64,4.37,7.09
2023-07-05,STORE_038,Ahmedabad,SKU_060,high,5.73,0.74,4.79,6.67
2023-07-06,STORE_038,Ahmedabad,SKU_060,high,5.84,0.76,4.96,6.72
2023-07-07,STORE_038,Ahmedabad,SKU_060,high,5.84,0.94,5.8,5.88
2023-07-01,STORE_012,Delhi,SKU_168,very_high,3.85,0.8,3.41,4.29
2023-07-02,STORE_012,Delhi,SKU_168,very_high,3.85,0.95,3.84,3.86
2023-07-03,STORE_012,Delhi,SKU_168,very_high,3.07,0.76,2.63,3.51
2023-07-04,STORE_012,Delhi,SKU_168,very_high,3.07,0.89,2.93,3.21
2023-07-05,STORE_012,Delhi,SKU_168,very_high,3.07,0.42,1.82,4.32
2023-07-06,STORE_012,Delhi,SKU_168,very_high,3.1,0.91,3.01,3.19
2023-07-07,STORE_012,Delhi,SKU_168,very_high,3.1,0.85,2.87,3.33
2023-07-01,STORE_006,Mumbai,SKU_042,very_high,6.47,0.82,5.83,7.11
2023-07-02,STORE_006,Mumbai,SKU_042,very_high,6.47,0.6,4.74,8.2
2023-07-03,STORE_006,Mumbai,SKU_042,very_high,4.85,0.43,2.91,6.79
2023-07-04,STORE_006,Mumbai,SKU_042,very_high,4.85,0.34,2.56,7.14
2023-07-05,STORE_006,Mumbai,SKU_042,very_high,4.85,0.32,2.48,7.22
2023-07-06,STORE_006,Mumbai,SKU_042,very_high,4.89,0.92,4.76,5.02
2023-07-07,STORE_006,Mumbai,SKU_042,very_high,4.89,0.91,4.73,5.05
2023-07-01,STORE_039,Ahmedabad,SKU_045,low,8.77,0.58,6.28,11.26
2023-07-02,STORE_039,Ahmedabad,SKU_045,low,8.75,0.3,4.4,13.1
2023-07-03,STORE_039,Ahmedabad,SKU_045,low,6.85,0.3,3.44,10.26
2023-07-04,STORE_039,Ahmedabad,SKU_045,low,6.85,0.64,5.2,8.5
2023-07-05,STORE_039,Ahmedabad,SKU_045,low,6.85,0.37,3.79,9.91
2023-07-06,STORE_039,Ahmedabad,SKU_045,low,6.92,0.35,3.71,10.13
2023-07-07,STORE_039,Ahmedabad,SKU_045,low,6.92,0.53,4.67,9.17
2023-07-01,STORE_019,Bangalore,SKU_133,medium,4.89,0.54,3.34,6.44
2023-07-02,STORE_019,Bangalore,SKU_133,medium,4.89,0.51,3.23,6.55
2023-07-03,STORE_019,Bangalore,SKU_133,medium,3.93,0.35,2.12,5.74
2023-07-04,STORE_019,Bangalore,SKU_133,medium,3.93,0.37,2.18,5.68
2023-07-05,STORE_019,Bangalore,SKU_133,medium,3.93,0.64,2.99,4.87
2023-07-06,STORE_019,Bangalore,SKU_133,medium,3.93,0.39,2.24,5.62
2023-07-07,STORE_019,Bangalore,SKU_133,medium,3.93,0.74,3.31,4.55
2023-07-01,STORE_036,Pune,SKU_152,low,9.84,0.71,8.0,11.68
2023-07-02,STORE_036,Pune,SKU_152,low,9.82,0.72,8.1,11.54
2023-07-03,STORE_036,Pune,SKU_152,low,7.34,0.41,4.26,10.42
2023-07-04,STORE_036,Pune,SKU_152,low,7.34,0.58,5.25,9.43
2023-07-05,STORE_036,Pune,SKU_152,low,7.34,0.37,4.09,10.59
2023-07-06,STORE_036,Pune,SKU_152,low,7.4,0.93,7.31,7.49
2023-07-07,STORE_036,Pune,SKU_152,low,7.4,0.71,6.04,8.76
2023-07-01,STORE_004,Mumbai,SKU_048,low,3.85,0.92,3.75,3.95
2023-07-02,STORE_004,Mumbai,SKU_048,low,3.85,0.55,2.66,5.04
2023-07-03,STORE_004,Mumbai,SKU_048,low,3.07,0.32,1.57,4.57
2023-07-04,STORE_004,Mumbai,SKU_048,low,3.07,0.59,2.21,3.93
2023-07-05,STORE_004,Mumbai,SKU_048,low,3.07,0.95,3.06,3.08
2023-07-06,STORE_004,Mumbai,SKU_048,low,3.1,0.83,2.82,3.38
2023-07-07,STORE_004,Mumbai,SKU_048,low,3.1,0.34,1.64,4.56
2023-07-01,STORE_049,Lucknow,SKU_174,high,12.23,0.66,9.53,14.93
2023-07-02,STORE_049,Lucknow,SKU_174,high,12.22,0.53,8.24,16.2
2023-07-03,STORE_049,Lucknow,SKU_174,high,9.27,0.58,6.64,11.9
2023-07-04,STORE_049,Lucknow,SKU_174,high,9.27,0.35,4.98,13.56
2023-07-05,STORE_049,Lucknow,SKU_174,high,9.27,0.77,8.01,10.53
2023-07-06,STORE_049,Lucknow,SKU_174,high,9.35,0.86,8.71,9.99
2023-07-07,STORE_049,Lucknow,SKU_174,high,9.35,0.74,7.84,10.86
2023-07-01,STORE_020,Bangalore,SKU_061,low,4.89,0.88,4.62,5.16
2023-07-02,STORE_020,Bangalore,SKU_061,low,4.89,0.55,3.37,6.41
2023-07-03,STORE_020,Bangalore,SKU_061,low,3.93,0.93,3.88,3.98
2023-07-04,STORE_020,Bangalore,SKU_061,low,3.93,0.52,2.63,5.23
2023-07-05,STORE_020,Bangalore,SKU_061,low,3.93,0.46,2.44,5.42
2023-07-06,STORE_020,Bangalore,SKU_061,low,3.93,0.31,2.0,5.86
2023-07-07,STORE_020,Bangalore,SKU_061,low,3.93,0.86,3.66,4.2
2023-07-01,STORE_048,Lucknow,SKU_138,low,2.3,0.54,1.57,3.03
2023-07-02,STORE_048,Lucknow,SKU_138,low,2.3,0.56,1.6,3.0
2023-07-03,STORE_048,Lucknow,SKU_138,low,2.01,0.49,1.3,2.72
2023-07-04,STORE_048,Lucknow,SKU_138,low,2.01,0.71,1.64,2.38
2023-07-05,STORE_048,Lucknow,SKU_138,low,2.01,0.95,2.01,2.01
2023-07-06,STORE_048,Lucknow,SKU_138,low,2.04,0.67,1.6,2.48
2023-07-07,STORE_048,Lucknow,SKU_138,low,2.04,0.61,1.51,2.57
2023-07-01,STORE_016,Bangalore,SKU_094,very_high,8.87,0.92,8.64,9.1
2023-07-02,STORE_016,Bangalore,SKU_094,very_high,8.85,0.5,5.81,11.89
2023-07-03,STORE_016,Bangalore,SKU_094,very_high,6.84,0.45,4.19,9.49
2023-07-04,STORE_016,Bangalore,SKU_094,very_high,6.84,0.71,5.58,8.1
2023-07-05,STORE_016,Bangalore,SKU_094,very_high,6.84,0.54,4.67,9.01
2023-07-06,STORE_016,Bangalore,SKU_094,very_high,6.94,0.63,5.21,8.67
2023-07-07,STORE_016,Bangalore,SKU_094,very_high,6.94,0.58,4.99,8.89
2023-07-01,STORE_042,Jaipur,SKU_173,medium,2.56,0.78,2.22,2.9
2023-07-02,STORE_042,Jaipur,SKU_173,medium,2.56,0.95,2.56,2.56
2023-07-03,STORE_042,Jaipur,SKU_173,medium,2.27,0.69,1.82,2.72
2023-07-04,STORE_042,Jaipur,SKU_173,medium,2.27,0.74,1.9,2.64
2023-07-05,STORE_042,Jaipur,SKU_173,medium,2.27,0.7,1.83,2.71
2023-07-06,STORE_042,Jaipur,SKU_173,medium,2.27,0.53,1.55,2.99
2023-07-07,STORE_042,Jaipur,SKU_173,medium,2.27,0.71,1.86,2.68
2023-07-01,STORE_016,Bangalore,SKU_026,very_high,6.46,0.54,4.42,8.5
2023-07-02,STORE_016,Bangalore,SKU_026,very_high,6.46,0.78,5.62,7.3
2023-07-03,STORE_016,Bangalore,SKU_026,very_high,4.89,0.38,2.74,7.04
2023-07-04,STORE_016,Bangalore,SKU_026,very_high,4.89,0.37,2.72,7.06
2023-07-05,STORE_016,Bangalore,SKU_026,very_high,4.89,0.6,3.59,6.19
2023-07-06,STORE_016,Bangalore,SKU_026,very_high,4.9,0.68,3.87,5.93
2023-07-07,STORE_016,Bangalore,SKU_026,very_high,4.9,0.55,3.4,6.4
2023-07-01,STORE_034,Kolkata,SKU_197,low,10.55,0.43,6.32,14.78
2023-07-02,STORE_034,Kolkata,SKU_197,low,10.54,0.89,10.09,10.99
2023-07-03,STORE_034,Kolkata,SKU_197,low,8.2,0.41,4.81,11.59
2023-07-04,STORE_034,Kolkata,SKU_197,low,8.2,0.61,6.06,10.34
2023-07-05,STORE_034,Kolkata,SKU_197,low,8.2,0.7,6.65,9.75
2023-07-06,STORE_034,Kolkata,SKU_197,low,8.27,0.51,5.44,11.1
2023-07-07,STORE_034,Kolkata,SKU_197,low,8.27,0.35,4.44,12.1
2023-07-01,STORE_023,Hyderabad,SKU_076,medium,1.99,0.48,1.27,2.71
2023-07-02,STORE_023,Hyderabad,SKU_076,medium,1.99,0.89,1.9,2.08
2023-07-03,STORE_023,Hyderabad,SKU_076,medium,1.76,0.34,0.93,2.59
2023-07-04,STORE_023,Hyderabad,SKU_076,medium,1.76,0.51,1.17,2.35
2023-07-05,STORE_023,Hyderabad,SKU_076,medium,1.76,0.78,1.54,1.98
2023-07-06,STORE_023,Hyderabad,SKU_076,medium,1.76,0.38,0.99,2.53
2023-07-07,STORE_023,Hyderabad,SKU_076,medium,1.76,0.69,1.41,2.11
2023-07-01,STORE_009,Delhi,SKU_113,low,17.56,0.52,11.74,23.38
2023-07-02,STORE_009,Delhi,SKU_113,low,17.56,0.41,10.3,24.82
2023-07-03,STORE_009,Delhi,SKU_113,low,13.44,0.6,9.81,17.07
2023-07-04,STORE_009,Delhi,SKU_113,low,13.44,0.9,12.93,13.95
2023-07-05,STORE_009,Delhi,SKU_113,low,13.44,0.5,8.77,18.11
2023-07-06,STORE_009,Delhi,SKU_113,low,13.43,0.75,11.41,15.45
2023-07-07,STORE_009,Delhi,SKU_113,low,13.43,0.8,11.84,15.02
2023-07-01,STORE_001,Mumbai,SKU_189,medium,3.85,0.72,3.18,4.52
2023-07-02,STORE_001,Mumbai,SKU_189,medium,3.85,0.5,2.53,5.17
2023-07-03,STORE_001,Mumbai,SKU_189,medium,3.07,0.64,2.33,3.81
2023-07-04,STORE_001,Mumbai,SKU_189,medium,3.07,0.38,1.71,4.43
2023-07-05,STORE_001,Mumbai,SKU_189,medium,3.07,0.59,2.22,3.92
2023-07-06,STORE_001,Mumbai,SKU_189,medium,3.1,0.46,1.94,4.26
2023-07-07,STORE_001,Mumbai,SKU_189,medium,3.1,0.93,3.05,3.15
2023-07-01,STORE_014,Delhi,SKU_004,medium,16.0,0.73,13.32,18.68
2023-07-02,STORE_014,Delhi,SKU_004,medium,16.0,0.63,12.01,19.99
2023-07-03,STORE_014,Delhi,SKU_004,medium,12.41,0.8,10.95,13.87
2023-07-04,STORE_014,Delhi,SKU_004,medium,12.41,0.34,6.6,18.22
2023-07-05,STORE_014,Delhi,SKU_004,medium,12.41,0.55,8.63,16.19
2023-07-06,STORE_014,Delhi,SKU_004,medium,12.4,0.73,10.27,14.53
2023-07-07,STORE_014,Delhi,SKU_004,medium,12.4,0.84,11.39,13.41
2023-07-01,STORE_028,Chennai,SKU_012,very_high,20.66,0.71,16.91,24.41
2023-07-02,STORE_028,Chennai,SKU_012,very_high,20.66,0.65,15.95,25.37
2023-07-03,STORE_028,Chennai,SKU_012,very_high,15.57,0.87,14.61,16.53
2023-07-04,STORE_028,Chennai,SKU_012,very_high,15.57,0.67,12.18,18.96
2023-07-05,STORE_028,Chennai,SKU_012,very_high,15.57,0.69,12.46,18.68
2023-07-06,STORE_028,Chennai,SKU_012,very_high,15.59,0.66,12.16,19.02
2023-07-07,STORE_028,Chennai,SKU_012,very_high,15.59,0.5,10.15,21.03
2023-07-01,STORE_017,Bangalore,SKU_037,very_high,10.57,0.75,8.96,12.18
2023-07-02,STORE_017,Bangalore,SKU_037,very_high,10.56,0.78,9.19,11.93
2023-07-03,STORE_017,Bangalore,SKU_037,very_high,8.22,0.4,4.74,11.7
2023-07-04,STORE_017,Bangalore,SKU_037,very_high,8.22,0.54,5.65,10.79
2023-07-05,STORE_017,Bangalore,SKU_037,very_high,8.22,0.7,6.62,9.82
2023-07-06,STORE_017,Bangalore,SKU_037,very_high,8.29,0.49,5.33,11.25
2023-07-07,STORE_017,Bangalore,SKU_037,very_high,8.29,0.31,4.18,12.4
2023-07-01,STORE_002,Mumbai,SKU_009,low,11.44,0.49,7.36,15.52
2023-07-02,STORE_002,Mumbai,SKU_009,low,11.42,0.37,6.35,16.49
2023-07-03,STORE_002,Mumbai,SKU_009,low,8.76,0.4,5.08,12.44
2023-07-04,STORE_002,Mumbai,SKU_009,low,8.76,0.86,8.15,9.37
2023-07-05,STORE_002,Mumbai,SKU_009,low,8.76,0.43,5.29,12.23
2023-07-06,STORE_002,Mumbai,SKU_009,low,8.84,0.8,7.82,9.86
2023-07-07,STORE_002,Mumbai,SKU_009,low,8.84,0.61,6.53,11.15
2023-07-01,STORE_003,Mumbai,SKU_078,medium,6.47,0.72,5.33,7.61
2023-07-02,STORE_003,Mumbai,SKU_078,medium,6.47,0.69,5.2,7.74
2023-07-03,STORE_003,Mumbai,SKU_078,medium,4.85,0.76,4.14,5.56
2023-07-04,STORE_003,Mumbai,SKU_078,medium,4.85,0.85,4.49,5.21
2023-07-05,STORE_003,Mumbai,SKU_078,medium,4.85,0.42,2.85,6.85
2023-07-06,STORE_003,Mumbai,SKU_078,medium,4.89,0.86,4.55,5.23
2023-07-07,STORE_003,Mumbai,SKU_078,medium,4.89,0.48,3.12,6.66
2023-07-01,STORE_041,Jaipur,SKU_086,very_high,3.54,0.88,3.35,3.73
2023-07-02,STORE_041,Jaipur,SKU_086,very_high,3.54,0.44,2.15,4.93
2023-07-03,STORE_041,Jaipur,SKU_086,very_high,2.9,0.34,1.53,4.27
2023-07-04,STORE_041,Jaipur,SKU_086,very_high,2.9,0.83,2.64,3.16
2023-07-05,STORE_041,Jaipur,SKU_086,very_high,2.9,0.93,2.86,2.94
2023-07-06,STORE_041,Jaipur,SKU_086,very_high,2.9,0.72,2.38,3.42
2023-07-07,STORE_041,Jaipur,SKU_086,very_high,2.9,0.71,2.36,3.44
2023-07-01,STORE_036,Pune,SKU_186,very_high,6.46,0.68,5.13,7.79
2023-07-02,STORE_036,Pune,SKU_186,very_high,6.46,0.94,6.39,6.53
2023-07-03,STORE_036,Pune,SKU_186,very_high,4.89,0.91,4.75,5.03
2023-07-04,STORE_036,Pune,SKU_186,very_high,4.89,0.37,2.73,7.05
2023-07-05,STORE_036,Pune,SKU_186,very_high,4.89,0.43,2.95,6.83
2023-07-06,STORE_036,Pune,SKU_186,very_high,4.9,0.7,3.96,5.84
2023-07-07,STORE_036,Pune,SKU_186,very_high,4.9,0.38,2.75,7.05
2023-07-01,STORE_027,Chennai,SKU_017,high,10.01,0.76,8.58,11.44
2023-07-02,STORE_027,Chennai,SKU_017,high,10.0,0.62,7.48,12.52
2023-07-03,STORE_027,Chennai,SKU_017,high,7.54,0.84,6.93,8.15
2023-07-04,STORE_027,Chennai,SKU_017,high,7.54,0.86,7.04,8.04
2023-07-05,STORE_027,Chennai,SKU_017,high,7.54,0.94,7.48,7.6
2023-07-06,STORE_027,Chennai,SKU_017,high,7.68,0.5,5.01,10.35
2023-07-07,STORE_027,Chennai,SKU_017,high,7.68,0.65,5.88,9.48
2023-07-01,STORE_004,Mumbai,SKU_116,very_high,16.0,0.76,13.71,18.29
2023-07-02,STORE_004,Mumbai,SKU_116,very_high,16.0,0.75,13.53,18.47
2023-07-03,STORE_004,Mumbai,SKU_116,very_high,12.41,0.82,11.17,13.65
2023-07-04,STORE_004,Mumbai,SKU_116,very_high,12.41,0.56,8.71,16.11
2023-07-05,STORE_004,Mumbai,SKU_116,very_high,12.41,0.8,10.94,13.88
2023-07-06,STORE_004,Mumbai,SKU_116,very_high,12.4,0.6,9.06,15.74
2023-07-07,STORE_004,Mumbai,SKU_116,very_high,12.4,0.81,11.09,13.71
2023-07-01,STORE_038,Ahmedabad,SKU_058,low,22.92,0.48,14.66,31.18
2023-07-02,STORE_038,Ahmedabad,SKU_058,low,22.92,0.85,21.12,24.72
2023-07-03,STORE_038,Ahmedabad,SKU_058,low,17.23,0.34,9.21,25.25
2023-07-04,STORE_038,Ahmedabad,SKU_058,low,17.23,0.83,15.67,18.79
2023-07-05,STORE_038,Ahmedabad,SKU_058,low,17.23,0.61,12.76,21.7
2023-07-06,STORE_038,Ahmedabad,SKU_058,low,17.25,0.65,13.27,21.23
